file_name,bend_ratio,velocity,density,size,stokes,max_erosion,avg_erosion_s01
2336.csv,2.0,15,10000,500,81.77567036423538,184.46578505457595,22.408769043640145
2341.csv,2.0,15,15000,50,1.2266350554635306,68.77161499999997,3.76848863704951
2342.csv,2.0,15,15000,100,4.906540221854122,82.61805952380953,9.386835301902623
2343.csv,2.0,15,15000,150,11.039715499171775,116.00714983713355,14.949458276912038
2344.csv,2.0,15,15000,200,19.62616088741649,152.88460620525058,19.66915267597463
2345.csv,2.0,15,15000,300,44.1588619966871,205.07414585414583,24.55830050308142
2346.csv,2.0,15,15000,500,122.66350554635305,243.77302681992336,29.52297988553947
2351.csv,2.0,15,30000,50,2.453270110927061,126.06570399999995,10.568268997982408
2352.csv,2.0,15,30000,100,9.813080443708245,164.99411016949153,20.596481875505084
2353.csv,2.0,15,30000,150,22.07943099834355,225.47744773519162,27.763121677273247
2354.csv,2.0,15,30000,200,39.25232177483298,269.3206548856549,32.99577506140784
2355.csv,2.0,15,30000,300,88.3177239933742,307.06365079365077,37.619435764304875
2356.csv,2.0,15,30000,500,245.3270110927061,361.5375338753387,41.6122056762043
2411.csv,2.0,18,2000,50,0.19626160887416488,92.87125399999996,0.08061733259828048
2412.csv,2.0,18,2000,100,0.7850464354966595,92.87125399999996,0.45495458809462064
2413.csv,2.0,18,2000,150,1.7663544798674842,92.43717,1.10763581186759
2414.csv,2.0,18,2000,200,3.140185741986638,127.43037399999994,1.9462683475727711
2415.csv,2.0,18,2000,300,7.065417919469937,84.12299999999996,3.2947290225034567
2416.csv,2.0,18,2000,500,19.626160887416493,93.65769736842103,5.580146556802735
2421.csv,2.0,18,5000,50,0.49065402218541226,144.28259999999992,1.0260083855265998
2422.csv,2.0,18,5000,100,1.962616088741649,99.72284999999994,3.4014711744122916
2423.csv,2.0,18,5000,150,4.41588619966871,99.72284999999994,6.346455052103857
2424.csv,2.0,18,5000,200,7.850464354966596,108.68362686567163,9.595813049780771
2425.csv,2.0,18,5000,300,17.66354479867484,139.33564333333328,14.080980353246366
2426.csv,2.0,18,5000,500,49.06540221854122,151.26384630393736,20.320875032428496
2431.csv,2.0,18,10000,50,0.9813080443708245,124.53277599999994,3.727274953878631
2432.csv,2.0,18,10000,100,3.925232177483298,130.91836470588228,9.610679256134908
2433.csv,2.0,18,10000,150,8.83177239933742,150.6830414201183,16.075132823052037
2434.csv,2.0,18,10000,200,15.700928709933192,172.58290081300808,22.120541953615167
2435.csv,2.0,18,10000,300,35.32708959734968,232.96559322033897,29.048234286143284
